,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_temperature,weather_wind_mph,score_home,score_away,stadium_neutral,home_favorite,away_favorite,hm_avg_pts_diff,aw_avg_pts_diff,elo1_pre,elo2_pre,qbelo_prob1,over,result
463,1981-09-07,1981,1,CLE,LAC,CLE,-2.0,45.0,66.0,6.0,14,44,0,1.0,0.0,2.9375,5.6875,1557.408,1571.972,0.562354160634,1.0,0
464,1981-09-10,1981,2,MIA,PIT,MIA,-2.0,41.0,81.0,10.0,30,10,0,1.0,0.0,13.0,-4.0,1531.635,1545.466,0.565264291704,0.0,1
465,1981-09-13,1981,2,IND,BUF,BUF,-2.0,43.0,78.0,7.0,3,35,0,0.0,1.0,1.0,31.0,1468.436,1558.599,0.440611150572,0.0,0
466,1981-09-13,1981,2,CLE,TEN,CLE,-4.0,43.0,72.0,8.0,3,9,0,1.0,0.0,-30.0,7.0,1517.196,1594.683,0.449898915847,0.0,0
467,1981-09-13,1981,2,DAL,ARI,DAL,-10.0,41.0,82.0,9.0,30,17,0,1.0,0.0,16.0,-13.0,1633.966,1406.233,0.857633338035,1.0,1
468,1981-09-13,1981,2,GB,ATL,ATL,-4.0,39.0,65.0,8.0,17,31,0,0.0,1.0,7.0,27.0,1442.113,1576.624,0.382856029831,1.0,0
469,1981-09-13,1981,2,KC,TB,KC,-3.0,38.0,74.0,4.0,19,10,0,1.0,0.0,4.0,8.0,1528.133,1430.906,0.703729660003,0.0,1
470,1981-09-13,1981,2,NO,LAR,LAR,-6.0,40.0,72.0,0.0,23,17,0,0.0,1.0,-27.0,-7.0,1344.183,1537.882,0.311671527646,0.0,1
471,1981-09-13,1981,2,NYJ,CIN,NYJ,-3.5,42.0,75.0,16.0,30,31,0,1.0,0.0,-31.0,6.0,1424.923,1480.57,0.510598882039,1.0,0
472,1981-09-13,1981,2,PHI,NE,PHI,-3.5,39.0,74.0,6.0,13,3,0,1.0,0.0,14.0,-1.0,1619.508,1548.116,0.665196589434,0.0,1
473,1981-09-13,1981,2,LAC,DET,LAC,-7.0,43.0,73.0,11.0,28,23,0,1.0,0.0,30.0,7.0,1612.184,1495.738,0.74647597687,1.0,1
474,1981-09-13,1981,2,SF,CHI,PICK,0.0,41.0,62.0,12.0,28,17,0,0.0,0.0,-7.0,-7.0,1404.473,1469.678,0.498728072149,1.0,1
475,1981-09-13,1981,2,SEA,DEN,PICK,0.0,41.0,72.0,0.0,13,10,0,0.0,0.0,-6.0,2.0,1417.537,1534.366,0.418550641421,0.0,1
476,1981-09-13,1981,2,WAS,NYG,WAS,-6.0,37.0,81.0,7.0,7,17,0,1.0,0.0,-16.0,-14.0,1473.382,1377.127,0.684941677931,0.0,0
478,1981-09-17,1981,3,BUF,PHI,BUF,-4.0,38.0,55.0,8.0,14,20,0,1.0,0.0,31.5,12.0,1590.669,1633.653,0.538880578148,0.0,0
479,1981-09-20,1981,3,ATL,SF,ATL,-9.0,41.0,61.0,8.0,34,17,0,1.0,0.0,20.5,2.0,1597.692,1429.339,0.767335198924,1.0,1
480,1981-09-20,1981,3,CHI,TB,CHI,-3.0,35.0,58.0,8.0,28,17,0,1.0,0.0,-9.0,-0.5,1444.812,1418.805,0.621070364365,1.0,1
481,1981-09-20,1981,3,CIN,CLE,CIN,-1.0,41.0,63.0,14.0,17,20,0,1.0,0.0,3.5,-18.0,1487.718,1498.542,0.568024518189,0.0,0
482,1981-09-20,1981,3,DEN,IND,DEN,-3.0,36.0,70.0,10.0,28,10,0,1.0,0.0,-0.5,-15.5,1518.066,1436.366,0.698880316732,1.0,1
483,1981-09-20,1981,3,TEN,MIA,TEN,-3.0,37.0,72.0,0.0,10,16,0,1.0,0.0,6.5,16.5,1613.337,1557.038,0.649176603754,0.0,0
484,1981-09-20,1981,3,KC,LAC,LAC,-4.0,41.0,68.0,14.0,31,42,0,0.0,1.0,6.5,17.5,1540.234,1620.801,0.45131011409,1.0,0
485,1981-09-20,1981,3,LAR,GB,LAR,-7.0,38.0,69.0,7.0,35,23,0,1.0,0.0,-6.5,-3.5,1509.89,1421.045,0.697212849907,1.0,1
486,1981-09-20,1981,3,MIN,DET,DET,-3.5,42.0,58.0,5.0,26,24,0,0.0,1.0,-17.0,1.0,1452.572,1487.121,0.604194375356,1.0,1
487,1981-09-20,1981,3,NYG,NO,NYG,-3.0,36.0,61.0,20.0,20,7,0,1.0,0.0,-2.0,-10.5,1414.218,1372.175,0.73340915028,0.0,1
489,1981-09-20,1981,3,PIT,NYJ,PIT,-5.5,43.0,59.0,17.0,38,10,0,1.0,0.0,-12.0,-16.0,1520.063,1417.775,0.711106549688,1.0,1
490,1981-09-20,1981,3,ARI,WAS,ARI,-3.0,38.0,68.0,9.0,40,30,0,1.0,0.0,-13.0,-13.0,1398.946,1436.291,0.56415861693,1.0,1
491,1981-09-21,1981,3,NE,DAL,DAL,-2.0,42.0,62.0,13.0,21,35,0,0.0,1.0,-5.5,14.5,1533.972,1641.253,0.433994121227,1.0,0
492,1981-09-27,1981,4,IND,MIA,MIA,-3.0,38.0,67.0,8.0,28,31,0,0.0,1.0,-16.333333333333332,13.0,1419.771,1584.544,0.316489744773,1.0,0
493,1981-09-27,1981,4,CIN,BUF,BUF,-4.0,39.0,73.0,13.0,27,24,0,0.0,1.0,1.3333333333333333,19.0,1471.307,1569.769,0.429981225441,1.0,1
494,1981-09-27,1981,4,CLE,ATL,ATL,-2.0,44.0,70.0,17.0,28,17,0,0.0,1.0,-11.0,19.333333333333332,1514.954,1608.509,0.442393154727,1.0,1
495,1981-09-27,1981,4,DAL,NYG,DAL,-11.0,40.0,82.0,10.0,18,10,0,1.0,0.0,14.333333333333334,3.0,1664.605,1431.867,0.851676850031,0.0,1
496,1981-09-27,1981,4,DEN,LAC,LAC,-3.0,42.0,63.0,6.0,42,24,0,0.0,1.0,5.666666666666667,15.333333333333334,1534.661,1644.37,0.409107479058,1.0,1
498,1981-09-27,1981,4,GB,MIN,GB,-3.0,41.0,58.0,24.0,13,30,0,1.0,0.0,-6.333333333333333,-10.666666666666666,1407.044,1462.461,0.415631069675,1.0,0
499,1981-09-27,1981,4,NYJ,TEN,TEN,-3.0,38.0,69.0,15.0,33,17,0,0.0,1.0,-20.0,2.3333333333333335,1400.483,1585.831,0.315772944529,1.0,1
500,1981-09-27,1981,4,PHI,WAS,PHI,-9.0,37.0,68.0,9.0,36,13,0,1.0,0.0,10.0,-12.0,1654.552,1414.49,0.839683826111,1.0,1
501,1981-09-27,1981,4,PIT,NE,PIT,-4.0,46.0,68.0,17.0,27,21,0,1.0,0.0,1.3333333333333333,-8.333333333333334,1537.355,1510.619,0.625658175055,1.0,1
502,1981-09-27,1981,4,SF,NO,SF,-6.0,43.0,64.0,12.0,21,14,0,1.0,0.0,-4.333333333333333,-11.333333333333334,1418.522,1354.527,0.788459837486,0.0,1
503,1981-09-27,1981,4,SEA,KC,SEA,-2.0,42.0,72.0,0.0,14,20,0,1.0,0.0,-4.333333333333333,0.6666666666666666,1427.043,1516.664,0.464571511698,0.0,0
504,1981-09-27,1981,4,TB,ARI,TB,-1.0,38.0,77.0,8.0,20,10,0,1.0,0.0,-4.0,-5.333333333333333,1401.054,1420.747,0.532908768706,0.0,1
505,1981-09-28,1981,4,CHI,LAR,LAR,-1.0,38.0,53.0,10.0,7,24,0,0.0,1.0,-2.3333333333333335,-0.3333333333333333,1462.562,1523.891,0.506409760847,0.0,0
506,1981-10-04,1981,5,BUF,IND,BUF,-7.0,43.0,47.0,11.0,23,17,0,1.0,0.0,13.5,-13.0,1554.341,1410.216,0.777809772972,0.0,1
507,1981-10-04,1981,5,TEN,CIN,TEN,-3.5,37.0,72.0,0.0,17,10,0,1.0,0.0,-2.25,1.75,1545.874,1486.735,0.62199024598,0.0,1
508,1981-10-04,1981,5,LAR,CLE,LAR,-2.5,42.0,64.0,10.0,27,16,0,1.0,0.0,4.0,-5.5,1553.149,1542.194,0.59734720256,1.0,1
509,1981-10-04,1981,5,MIA,NYJ,MIA,-6.0,42.0,82.0,10.0,28,28,0,1.0,0.0,10.5,-11.0,1594.099,1440.441,0.785497812406,1.0,0
510,1981-10-04,1981,5,MIN,CHI,MIN,-5.0,41.0,50.0,13.0,24,21,0,1.0,0.0,-3.75,-6.0,1492.291,1433.304,0.725552031686,1.0,1
511,1981-10-04,1981,5,NE,KC,NE,-6.0,45.0,52.0,16.0,33,17,0,1.0,0.0,-7.75,2.0,1496.76,1534.547,0.532891531531,1.0,1
512,1981-10-04,1981,5,NO,PIT,PIT,-6.0,44.0,72.0,0.0,6,20,0,0.0,1.0,-10.25,2.5,1341.859,1551.214,0.204538683749,0.0,0
513,1981-10-04,1981,5,NYG,GB,NYG,-3.0,37.0,53.0,17.0,14,27,0,1.0,0.0,0.25,-9.0,1425.959,1377.213,0.648199588469,1.0,0
515,1981-10-04,1981,5,LAC,SEA,LAC,-9.0,46.0,69.0,8.0,24,10,0,1.0,0.0,7.0,-4.75,1610.469,1409.161,0.808090048809,0.0,1
516,1981-10-04,1981,5,ARI,DAL,DAL,-5.5,44.0,64.0,13.0,20,17,0,0.0,1.0,-6.5,12.75,1400.298,1670.514,0.227413513526,0.0,1
517,1981-10-04,1981,5,TB,DET,TB,-1.0,36.0,76.0,9.0,28,10,0,1.0,0.0,-0.5,4.0,1421.503,1517.273,0.525959361376,1.0,1
518,1981-10-04,1981,5,WAS,SF,WAS,-2.0,43.0,58.0,10.0,17,30,0,1.0,0.0,-14.75,-1.5,1406.269,1431.189,0.549064151132,1.0,0
519,1981-10-05,1981,5,PHI,ATL,PHI,-2.0,39.0,62.0,7.0,16,13,0,1.0,0.0,13.25,11.75,1662.774,1581.269,0.708653454786,0.0,1
520,1981-10-11,1981,6,ATL,LAR,ATL,-4.0,41.0,60.0,11.0,35,37,0,1.0,0.0,8.8,5.4,1573.449,1572.0,0.553404403686,1.0,0
521,1981-10-11,1981,6,IND,CIN,IND,-2.0,41.0,52.0,4.0,19,41,0,1.0,0.0,-11.6,0.0,1402.014,1473.8,0.455854961131,1.0,0
522,1981-10-11,1981,6,CHI,WAS,CHI,-4.0,40.0,48.0,8.0,7,24,0,1.0,0.0,-5.4,-14.4,1424.675,1376.301,0.668325014221,0.0,0
523,1981-10-11,1981,6,DEN,DET,DEN,-7.0,36.0,64.0,14.0,27,21,0,1.0,0.0,10.4,-0.4,1609.277,1484.773,0.791930219115,1.0,1
524,1981-10-11,1981,6,GB,TB,GB,-4.0,38.0,49.0,7.0,10,21,0,1.0,0.0,-4.6,3.2,1413.842,1454.002,0.537205975771,0.0,0
525,1981-10-11,1981,6,TEN,SEA,TEN,-7.0,36.0,72.0,0.0,35,17,0,1.0,0.0,-0.4,-6.6,1558.809,1400.583,0.760482292566,1.0,1
527,1981-10-11,1981,6,NO,PHI,PHI,-9.0,37.0,72.0,0.0,14,31,0,0.0,1.0,-11.0,11.2,1326.437,1670.594,0.189232260502,1.0,0
528,1981-10-11,1981,6,NYG,ARI,NYG,-1.0,38.0,52.0,11.0,34,14,0,1.0,0.0,-2.4,-4.6,1389.33,1423.696,0.523976856243,1.0,1
529,1981-10-11,1981,6,NYJ,NE,NE,-2.5,46.0,52.0,11.0,28,24,0,0.0,1.0,-8.8,-3.0,1448.944,1522.558,0.487930148601,1.0,1
530,1981-10-11,1981,6,PIT,CLE,PIT,-3.5,46.0,51.0,6.0,13,7,0,1.0,0.0,4.8,-6.6,1566.637,1523.343,0.662814296737,0.0,1
531,1981-10-11,1981,6,LAC,MIN,LAC,-7.0,46.0,68.0,13.0,31,33,0,1.0,0.0,8.4,-2.4,1619.047,1500.921,0.685631823971,1.0,0
532,1981-10-11,1981,6,SF,DAL,DAL,-5.0,45.0,58.0,18.0,45,14,0,0.0,1.0,1.4,9.6,1461.156,1647.116,0.331158553935,1.0,1
533,1981-10-12,1981,6,BUF,MIA,BUF,-4.0,39.0,44.0,8.0,31,21,0,1.0,0.0,12.0,8.4,1562.543,1585.596,0.592062256294,1.0,1
534,1981-10-18,1981,7,ATL,ARI,ATL,-8.0,45.0,68.0,16.0,41,20,0,1.0,0.0,7.0,-7.166666666666667,1559.98,1396.31,0.756688039498,1.0,1
535,1981-10-18,1981,7,IND,LAC,LAC,-4.5,51.0,53.0,10.0,14,43,0,0.0,1.0,-13.333333333333334,6.666666666666667,1371.366,1601.274,0.270848748938,1.0,0
536,1981-10-18,1981,7,CIN,PIT,PIT,-1.0,45.0,57.0,20.0,34,7,0,0.0,1.0,3.6666666666666665,5.0,1504.448,1579.582,0.484700577395,0.0,1
537,1981-10-18,1981,7,CLE,NO,CLE,-11.0,41.0,57.0,27.0,20,17,0,1.0,0.0,-6.5,-12.0,1510.397,1317.869,0.784620243169,0.0,1
538,1981-10-18,1981,7,DAL,LAR,DAL,-5.0,43.0,64.0,15.0,29,17,0,1.0,0.0,2.8333333333333335,4.833333333333333,1598.166,1585.469,0.5916485451,1.0,1
539,1981-10-18,1981,7,GB,SF,SF,-1.0,44.0,47.0,21.0,3,13,0,0.0,1.0,-5.666666666666667,6.333333333333333,1386.915,1510.106,0.381217252126,0.0,0
540,1981-10-18,1981,7,KC,DEN,PICK,0.0,37.0,49.0,23.0,28,14,0,0.0,0.0,3.1666666666666665,9.666666666666666,1543.068,1618.287,0.492870145639,1.0,1
541,1981-10-18,1981,7,MIA,WAS,MIA,-7.0,40.0,76.0,7.0,13,10,0,1.0,0.0,5.333333333333333,-9.166666666666666,1564.893,1416.381,0.798661406141,0.0,1
542,1981-10-18,1981,7,MIN,PHI,PHI,-3.5,44.0,44.0,27.0,35,23,0,0.0,1.0,-1.6666666666666667,12.166666666666666,1518.694,1679.161,0.426506520421,1.0,1
543,1981-10-18,1981,7,NE,TEN,NE,-3.5,43.0,51.0,14.0,38,10,0,1.0,0.0,-3.1666666666666665,2.6666666666666665,1506.0,1570.395,0.51294601749,1.0,1
544,1981-10-18,1981,7,NYJ,BUF,BUF,-3.0,46.0,55.0,17.0,33,14,0,0.0,1.0,-6.666666666666667,11.666666666666666,1465.502,1583.246,0.405491232141,1.0,1
546,1981-10-18,1981,7,SEA,NYG,SEA,-1.0,40.0,72.0,0.0,0,32,0,1.0,0.0,-8.5,1.3333333333333333,1388.997,1416.717,0.542469028417,0.0,0
547,1981-10-19,1981,7,DET,CHI,DET,-6.0,36.0,72.0,0.0,48,17,0,1.0,0.0,-1.3333333333333333,-7.333333333333333,1475.763,1384.595,0.648854003783,1.0,1
548,1981-10-25,1981,8,ATL,NYG,ATL,-8.0,43.0,44.0,16.0,24,27,0,1.0,0.0,9.0,5.714285714285714,1571.82,1456.086,0.72947282875,1.0,0
549,1981-10-25,1981,8,BUF,DEN,BUF,-5.0,39.0,41.0,10.0,9,7,0,1.0,0.0,7.285714285714286,6.285714285714286,1547.929,1590.28,0.540726332513,0.0,1
550,1981-10-25,1981,8,CHI,LAC,LAC,-11.0,47.0,39.0,9.0,20,17,0,0.0,1.0,-10.714285714285714,9.857142857142858,1365.874,1618.931,0.228923797328,0.0,1
551,1981-10-25,1981,8,CLE,IND,CLE,-7.0,46.0,40.0,10.0,42,28,0,1.0,0.0,-5.142857142857143,-15.571428571428571,1514.991,1353.709,0.776025309555,1.0,1
552,1981-10-25,1981,8,DAL,MIA,DAL,-6.0,42.0,54.0,12.0,28,27,0,1.0,0.0,4.142857142857143,5.0,1617.491,1570.613,0.605993183607,1.0,1
553,1981-10-25,1981,8,DET,GB,DET,-5.5,38.0,72.0,0.0,31,27,0,1.0,0.0,3.2857142857142856,-6.285714285714286,1494.484,1367.43,0.722075851883,1.0,1
554,1981-10-25,1981,8,NO,CIN,CIN,-6.0,41.0,72.0,0.0,17,7,0,0.0,1.0,-10.714285714285714,7.0,1313.276,1538.9,0.265639823191,0.0,1
555,1981-10-25,1981,8,NYJ,SEA,NYJ,-9.0,45.0,48.0,13.0,3,19,0,1.0,0.0,-3.0,-11.857142857142858,1500.819,1349.627,0.800580734905,0.0,0
557,1981-10-25,1981,8,PHI,TB,PHI,-9.5,37.0,45.0,9.0,20,10,0,1.0,0.0,8.714285714285714,3.5714285714285716,1645.16,1474.336,0.791588203678,0.0,1
558,1981-10-25,1981,8,SF,LAR,SF,-1.0,46.0,56.0,11.0,20,17,0,1.0,0.0,6.857142857142857,2.4285714285714284,1529.591,1566.144,0.573216178678,0.0,1
559,1981-10-25,1981,8,ARI,MIN,MIN,-2.5,50.0,45.0,9.0,30,17,0,0.0,1.0,-9.142857142857142,0.2857142857142857,1384.47,1552.695,0.289911712384,0.0,1
560,1981-10-25,1981,8,WAS,NE,NE,-3.0,44.0,49.0,9.0,24,22,0,0.0,1.0,-8.285714285714286,1.2857142857142858,1410.661,1539.605,0.358132177721,1.0,1
561,1981-10-26,1981,8,PIT,TEN,PIT,-5.5,40.0,53.0,10.0,26,13,0,1.0,0.0,0.42857142857142855,-1.7142857142857142,1545.13,1536.79,0.616983367216,0.0,1
562,1981-11-01,1981,9,BUF,CLE,BUF,-4.0,43.0,51.0,8.0,22,13,0,1.0,0.0,6.625,-2.75,1558.095,1525.487,0.627003663848,0.0,1
563,1981-11-01,1981,9,CIN,TEN,CIN,-4.0,40.0,60.0,5.0,34,21,0,1.0,0.0,4.875,-3.125,1501.859,1516.563,0.589377148476,1.0,1
564,1981-11-01,1981,9,GB,SEA,GB,-4.0,39.0,50.0,5.0,34,24,0,1.0,0.0,-6.0,-8.375,1360.068,1398.413,0.557139136599,1.0,1
565,1981-11-01,1981,9,LAR,DET,LAR,-6.0,47.0,70.0,8.0,20,13,0,1.0,0.0,1.75,3.375,1553.576,1501.847,0.6578039055,0.0,1
566,1981-11-01,1981,9,MIA,IND,MIA,-7.0,48.0,78.0,22.0,27,10,0,1.0,0.0,4.25,-15.375,1566.07,1343.212,0.857738298729,0.0,1
567,1981-11-01,1981,9,NO,ATL,ATL,-6.5,41.0,72.0,0.0,10,41,0,0.0,1.0,-8.125,7.5,1350.317,1549.499,0.330793996114,1.0,0
568,1981-11-01,1981,9,NYG,NYJ,NYG,-2.0,43.0,52.0,11.0,7,26,0,1.0,0.0,5.375,-4.625,1478.407,1452.034,0.625075878661,0.0,0
570,1981-11-01,1981,9,PHI,DAL,PHI,-3.0,39.0,53.0,6.0,14,17,0,1.0,0.0,8.875,3.75,1654.025,1622.033,0.631423700818,0.0,0
571,1981-11-01,1981,9,PIT,SF,PIT,-5.0,45.0,50.0,8.0,14,17,0,1.0,0.0,2.0,6.375,1565.357,1542.159,0.605919366872,0.0,0
572,1981-11-01,1981,9,LAC,KC,LAC,-6.0,49.0,68.0,6.0,22,20,0,1.0,0.0,8.25,5.5,1596.284,1600.041,0.584589603894,0.0,1
573,1981-11-01,1981,9,TB,CHI,TB,-6.0,36.0,72.0,13.0,20,10,0,1.0,0.0,1.875,-9.0,1465.472,1388.52,0.692057259385,0.0,1
574,1981-11-01,1981,9,WAS,ARI,WAS,-4.0,46.0,59.0,8.0,42,21,0,1.0,0.0,-7.0,-6.375,1424.035,1420.152,0.57413937455,1.0,1
575,1981-11-02,1981,9,DEN,MIN,DEN,-5.0,43.0,51.0,10.0,19,17,0,1.0,0.0,5.25,-1.375,1580.114,1517.012,0.603470529669,0.0,1
576,1981-11-08,1981,10,IND,NYJ,NYJ,-3.0,48.0,49.0,12.0,14,41,0,0.0,1.0,-15.555555555555555,-2.0,1335.025,1491.325,0.356453232075,1.0,0
577,1981-11-08,1981,10,DEN,CLE,DEN,-4.0,38.0,48.0,10.0,23,20,0,1.0,0.0,4.888888888888889,-3.4444444444444446,1586.832,1509.475,0.692482549716,1.0,1
578,1981-11-08,1981,10,GB,NYG,GB,-3.0,38.0,46.0,13.0,26,24,0,1.0,0.0,-4.222222222222222,2.6666666666666665,1381.946,1439.116,0.543335800066,1.0,1
580,1981-11-08,1981,10,KC,CHI,KC,-8.0,40.0,53.0,13.0,13,16,0,1.0,0.0,4.666666666666667,-9.11111111111111,1591.218,1374.718,0.832677873965,0.0,0
581,1981-11-08,1981,10,LAR,NO,LAR,-11.0,42.0,64.0,7.0,13,21,0,1.0,0.0,2.3333333333333335,-10.666666666666666,1566.927,1329.676,0.881229210305,0.0,0
582,1981-11-08,1981,10,MIN,TB,MIN,-5.0,40.0,47.0,19.0,25,10,0,1.0,0.0,-1.4444444444444444,2.7777777777777777,1510.294,1479.274,0.673362143006,0.0,1
583,1981-11-08,1981,10,NE,MIA,NE,-3.0,46.0,44.0,15.0,27,30,0,1.0,0.0,-0.3333333333333333,5.666666666666667,1507.23,1574.258,0.463784144431,1.0,0
584,1981-11-08,1981,10,LAC,CIN,LAC,-4.0,48.0,65.0,9.0,17,40,0,1.0,0.0,7.555555555555555,5.777777777777778,1605.108,1523.95,0.665706931984,1.0,0
585,1981-11-08,1981,10,SF,ATL,ATL,-2.5,44.0,54.0,10.0,17,14,0,0.0,1.0,6.0,10.11111111111111,1560.19,1570.14,0.59003086429,0.0,1
586,1981-11-08,1981,10,SEA,PIT,PIT,-5.0,43.0,72.0,0.0,24,21,0,0.0,1.0,-8.555555555555555,1.4444444444444444,1376.535,1547.325,0.346906365726,1.0,1
587,1981-11-08,1981,10,ARI,PHI,PHI,-4.5,42.0,57.0,8.0,10,52,0,0.0,1.0,-8.0,7.555555555555555,1396.046,1635.576,0.271659064369,1.0,0
588,1981-11-08,1981,10,WAS,DET,WAS,-2.0,44.0,55.0,11.0,33,31,0,1.0,0.0,-3.888888888888889,2.2222222222222223,1448.141,1488.496,0.557452150515,1.0,1
589,1981-11-09,1981,10,DAL,BUF,DAL,-3.5,42.0,50.0,20.0,27,14,0,1.0,0.0,3.6666666666666665,6.888888888888889,1640.482,1574.107,0.659119893882,0.0,1
590,1981-11-15,1981,11,ATL,PIT,ATL,-5.0,44.0,53.0,11.0,20,34,0,1.0,0.0,8.8,1.0,1558.741,1528.46,0.62047305256,1.0,0
591,1981-11-15,1981,11,CIN,LAR,CIN,-3.5,44.0,42.0,3.0,24,10,0,1.0,0.0,7.5,1.3,1571.524,1523.591,0.699177322327,0.0,1
592,1981-11-15,1981,11,DET,DAL,DAL,-3.0,46.0,72.0,0.0,27,24,0,0.0,1.0,1.8,4.6,1478.401,1656.393,0.311307573596,1.0,1
593,1981-11-15,1981,11,GB,CHI,GB,-3.0,38.0,44.0,7.0,21,17,0,1.0,0.0,-3.6,-7.9,1392.646,1401.262,0.61920128643,0.0,1
594,1981-11-15,1981,11,KC,TEN,KC,-5.0,37.0,56.0,10.0,23,10,0,1.0,0.0,3.9,-3.7,1564.674,1501.071,0.636083525978,0.0,1
596,1981-11-15,1981,11,MIN,NO,MIN,-8.0,44.0,53.0,12.0,20,10,0,1.0,0.0,0.2,-8.8,1529.699,1373.012,0.845794402103,0.0,1
597,1981-11-15,1981,11,NE,NYJ,NE,-2.5,51.0,45.0,20.0,6,17,0,1.0,0.0,-0.6,0.9,1493.461,1515.1,0.555649669683,0.0,0
598,1981-11-15,1981,11,NYG,WAS,NYG,-2.0,43.0,49.0,20.0,27,30,0,1.0,0.0,2.2,-3.3,1428.416,1458.236,0.52618263985,1.0,0
599,1981-11-15,1981,11,PHI,IND,PHI,-14.0,48.0,51.0,17.0,38,13,0,1.0,0.0,11.0,-16.7,1654.256,1311.25,0.912989677735,1.0,1
600,1981-11-15,1981,11,SF,CLE,SF,-3.0,43.0,60.0,15.0,12,15,0,1.0,0.0,5.7,-3.4,1571.589,1501.51,0.71225064524,0.0,0
601,1981-11-15,1981,11,ARI,BUF,BUF,-5.5,43.0,51.0,6.0,24,0,0,0.0,1.0,-11.4,4.9,1377.366,1558.196,0.298666110662,0.0,1
602,1981-11-15,1981,11,TB,DEN,DEN,-1.0,35.0,56.0,7.0,7,24,0,0.0,1.0,1.0,4.7,1459.869,1594.798,0.409532870446,0.0,0
603,1981-11-16,1981,11,SEA,LAC,LAC,-6.0,50.0,72.0,0.0,44,23,0,0.0,1.0,-7.4,4.5,1395.4,1557.534,0.366943967285,1.0,1
604,1981-11-22,1981,12,IND,ARI,ARI,-2.0,41.0,39.0,16.0,24,35,0,0.0,1.0,-17.454545454545453,-8.181818181818182,1306.459,1422.27,0.452199279035,1.0,0
605,1981-11-22,1981,12,BUF,NE,BUF,-7.0,34.0,31.0,19.0,20,17,0,1.0,0.0,2.272727272727273,-1.5454545454545454,1513.292,1464.965,0.646064429319,1.0,1
606,1981-11-22,1981,12,CHI,DET,DET,-1.0,39.0,21.0,6.0,7,23,0,0.0,1.0,-7.545454545454546,1.9090909090909092,1388.094,1497.606,0.406614814125,0.0,0
607,1981-11-22,1981,12,CIN,DEN,CIN,-3.5,38.0,30.0,9.0,38,21,0,1.0,0.0,8.090909090909092,5.818181818181818,1589.193,1617.247,0.580675693451,1.0,1
608,1981-11-22,1981,12,CLE,PIT,CLE,-3.0,44.0,30.0,15.0,10,32,0,1.0,0.0,-2.8181818181818183,2.1818181818181817,1521.749,1564.34,0.493016674764,0.0,0
609,1981-11-22,1981,12,DAL,WAS,DAL,-7.0,45.0,51.0,7.0,24,10,0,1.0,0.0,3.909090909090909,-2.727272727272727,1637.188,1473.746,0.77784301554,0.0,1
610,1981-11-22,1981,12,TEN,NO,TEN,-6.0,36.0,72.0,0.0,24,27,0,1.0,0.0,-4.545454545454546,-8.909090909090908,1484.967,1363.505,0.688058677498,1.0,0
611,1981-11-22,1981,12,KC,SEA,KC,-7.0,41.0,37.0,9.0,40,13,0,1.0,0.0,4.7272727272727275,-4.818181818181818,1580.778,1436.551,0.758338425177,1.0,1
612,1981-11-22,1981,12,LAR,SF,LAR,-3.0,42.0,60.0,8.0,31,33,0,1.0,0.0,-0.09090909090909091,4.909090909090909,1505.922,1551.35,0.479039159394,1.0,0
613,1981-11-22,1981,12,NYJ,MIA,NYJ,-2.5,45.0,41.0,20.0,16,15,0,1.0,0.0,1.8181818181818181,3.4545454545454546,1543.596,1548.619,0.559479205517,0.0,1
615,1981-11-22,1981,12,PHI,NYG,PHI,-10.0,38.0,39.0,16.0,10,20,0,1.0,0.0,12.272727272727273,1.7272727272727273,1659.047,1412.906,0.880243564415,0.0,0
616,1981-11-22,1981,12,TB,GB,TB,-3.0,34.0,49.0,6.0,37,3,0,1.0,0.0,-0.6363636363636364,-2.909090909090909,1437.419,1405.814,0.586616268399,1.0,1
617,1981-11-23,1981,12,ATL,MIN,ATL,-4.0,49.0,45.0,5.0,31,30,0,1.0,0.0,6.7272727272727275,1.0909090909090908,1522.861,1539.206,0.52711891904,1.0,1
618,1981-11-26,1981,13,DAL,CHI,DAL,-13.0,42.0,68.0,22.0,10,9,0,1.0,0.0,4.75,-8.25,1647.573,1363.862,0.902568740302,0.0,1
619,1981-11-26,1981,13,DET,KC,DET,-3.0,44.0,72.0,0.0,27,10,0,1.0,0.0,3.0833333333333335,6.583333333333333,1521.838,1594.817,0.442792161189,0.0,1
620,1981-11-29,1981,13,BUF,WAS,BUF,-5.0,42.0,34.0,16.0,21,14,0,1.0,0.0,2.3333333333333335,-3.6666666666666665,1522.322,1463.362,0.648904352304,0.0,1
621,1981-11-29,1981,13,CLE,CIN,CIN,-2.0,46.0,36.0,10.0,21,41,0,0.0,1.0,-4.416666666666667,8.833333333333334,1488.031,1614.608,0.33396231086,1.0,0
622,1981-11-29,1981,13,TEN,ATL,ATL,-4.0,42.0,72.0,0.0,27,31,0,0.0,1.0,-4.416666666666667,6.25,1462.391,1528.699,0.474960062011,1.0,0
623,1981-11-29,1981,13,MIN,GB,MIN,-7.0,43.0,30.0,9.0,23,35,0,1.0,0.0,0.9166666666666666,-5.5,1533.368,1380.989,0.805263548261,1.0,0
624,1981-11-29,1981,13,NE,ARI,NE,-4.0,48.0,37.0,18.0,20,27,0,1.0,0.0,-1.6666666666666667,-6.583333333333333,1455.935,1443.031,0.617198617988,0.0,0
