,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_temperature,weather_wind_mph,score_home,score_away,stadium_neutral,home_favorite,away_favorite,hm_avg_pts_diff,aw_avg_pts_diff,elo1_pre,elo2_pre,qbelo_prob1,over,result
8324,2013-09-09,2013,1,LAC,HOU,HOU,-6.5,45.5,70.0,3.0,28,31,0,0.0,1.0,0.0,4.333333333333333,1490.732,1563.927,0.444939073347,1.0,0
8325,2013-09-09,2013,1,WAS,PHI,WAS,-4.5,53.5,80.0,9.0,27,33,0,1.0,0.0,2.235294117647059,-10.25,1521.755,1400.368,0.646686887992,1.0,0
8326,2013-09-12,2013,2,NE,NYJ,NE,-11.5,43.5,72.0,8.0,13,10,0,1.0,0.0,2.0,1.0,1641.78,1438.095,0.795044026329,0.0,1
8327,2013-09-15,2013,2,ARI,DET,DET,-2.0,48.5,72.0,0.0,25,21,0,0.0,1.0,-3.0,10.0,1411.08,1459.884,0.474531246608,0.0,1
8328,2013-09-15,2013,2,ATL,LAR,ATL,-5.5,47.5,72.0,0.0,31,24,0,1.0,0.0,-6.0,3.0,1570.97,1473.355,0.677756461945,1.0,1
8329,2013-09-15,2013,2,BAL,CLE,BAL,-7.0,44.0,78.0,6.0,14,6,0,1.0,0.0,-22.0,-13.0,1601.508,1395.549,0.777072443137,0.0,1
8330,2013-09-15,2013,2,BUF,CAR,CAR,-3.5,43.5,66.0,10.0,24,23,0,0.0,1.0,-2.0,-5.0,1437.901,1502.063,0.542118618712,1.0,1
8331,2013-09-15,2013,2,CHI,MIN,CHI,-6.5,42.0,62.0,6.0,31,30,0,1.0,0.0,3.0,-10.0,1543.93,1507.258,0.674720217534,1.0,1
8332,2013-09-15,2013,2,GB,WAS,GB,-8.0,50.0,62.0,4.0,38,20,0,1.0,0.0,-6.0,-6.0,1589.702,1490.071,0.727973820486,1.0,1
8333,2013-09-15,2013,2,HOU,TEN,HOU,-9.0,43.0,91.0,9.0,30,24,0,1.0,0.0,3.0,7.0,1577.413,1487.703,0.746066570297,1.0,1
8334,2013-09-15,2013,2,IND,MIA,IND,-3.0,44.0,72.0,0.0,20,24,0,1.0,0.0,4.0,13.0,1518.402,1508.336,0.602834653441,0.0,0
8335,2013-09-15,2013,2,KC,DAL,KC,-3.0,46.0,79.0,6.0,17,16,0,1.0,0.0,26.0,5.0,1393.945,1506.335,0.522459132571,0.0,1
8336,2013-09-15,2013,2,NYG,DEN,DEN,-4.0,55.5,70.0,3.0,23,41,0,0.0,1.0,-5.0,22.0,1548.787,1635.606,0.389686396446,1.0,0
8338,2013-09-15,2013,2,PHI,LAC,PHI,-7.5,54.0,72.0,7.0,30,33,0,1.0,0.0,6.0,-3.0,1432.053,1477.246,0.622333590745,1.0,0
8339,2013-09-15,2013,2,SEA,SF,SEA,-2.5,44.5,64.0,6.0,29,3,0,1.0,0.0,5.0,6.0,1617.294,1638.397,0.525196076723,0.0,1
8340,2013-09-15,2013,2,TB,NO,NO,-4.0,48.5,93.0,8.0,14,16,0,0.0,1.0,-1.0,6.0,1463.357,1552.472,0.413666374471,0.0,0
8341,2013-09-16,2013,2,CIN,PIT,CIN,-6.5,41.0,62.0,5.0,20,10,0,1.0,0.0,-3.0,-7.0,1541.995,1491.445,0.611169337486,0.0,1
8342,2013-09-19,2013,3,PHI,KC,PHI,-3.5,51.0,73.0,5.0,16,26,0,1.0,0.0,1.5,13.5,1417.267,1401.99,0.570144009533,0.0,0
8343,2013-09-22,2013,3,BAL,HOU,HOU,-1.0,44.5,73.0,9.0,30,9,0,0.0,1.0,-7.0,4.5,1608.303,1587.994,0.501566217439,0.0,1
8344,2013-09-22,2013,3,CAR,NYG,NYG,-3.0,47.0,77.0,15.0,38,0,0,0.0,1.0,-3.0,-11.5,1495.151,1521.46,0.502309918591,0.0,1
8345,2013-09-22,2013,3,CIN,GB,GB,-3.0,50.5,67.0,7.0,34,30,0,0.0,1.0,3.5,6.0,1557.468,1605.007,0.469065785858,1.0,1
8346,2013-09-22,2013,3,DAL,LAR,DAL,-3.5,47.0,72.0,0.0,31,7,0,1.0,0.0,2.0,-2.0,1498.29,1462.446,0.627978719298,0.0,1
8347,2013-09-22,2013,3,MIA,ATL,MIA,-2.5,46.0,89.0,8.0,27,23,0,1.0,0.0,8.5,0.5,1528.544,1581.879,0.502800032278,1.0,1
8348,2013-09-22,2013,3,MIN,CLE,MIN,-7.0,40.5,72.0,0.0,27,31,0,1.0,0.0,-5.5,-10.5,1502.518,1388.754,0.77879216646,1.0,0
8349,2013-09-22,2013,3,NE,TB,NE,-7.5,45.0,72.0,9.0,23,3,0,1.0,0.0,2.5,-1.5,1646.118,1453.243,0.802136061831,0.0,1
8350,2013-09-22,2013,3,NO,ARI,NO,-7.5,49.5,72.0,0.0,31,7,0,1.0,0.0,4.0,0.5,1562.586,1426.312,0.757409782654,0.0,1
8351,2013-09-22,2013,3,NYJ,BUF,NYJ,-2.5,41.0,67.0,9.0,27,20,0,1.0,0.0,-1.0,-0.5,1433.757,1444.813,0.560727079837,1.0,1
8352,2013-09-22,2013,3,PIT,CHI,CHI,-2.5,41.0,56.0,5.0,23,40,0,0.0,1.0,-8.5,2.0,1475.972,1548.67,0.471869857092,1.0,0
8353,2013-09-22,2013,3,SF,IND,SF,-10.0,47.0,66.0,5.0,7,27,0,1.0,0.0,-10.0,0.0,1610.144,1498.194,0.733834053844,0.0,0
8354,2013-09-22,2013,3,SEA,JAX,SEA,-20.0,39.5,61.0,17.0,45,17,0,1.0,0.0,15.5,-18.0,1645.546,1295.889,0.895557483418,1.0,1
8355,2013-09-22,2013,3,TEN,LAC,TEN,-3.0,43.5,76.0,7.0,20,17,0,1.0,0.0,0.5,0.0,1477.122,1492.032,0.523060006174,0.0,1
8356,2013-09-22,2013,3,WAS,DET,DET,-1.0,49.5,72.0,8.0,20,27,0,0.0,1.0,-12.0,3.0,1474.765,1444.652,0.550960307039,0.0,0
8358,2013-09-26,2013,4,LAR,SF,SF,-4.0,43.5,72.0,0.0,11,35,0,0.0,1.0,-9.333333333333334,-13.333333333333334,1440.358,1561.495,0.445920696432,1.0,0
8359,2013-09-29,2013,4,ATL,NE,ATL,-3.0,50.0,72.0,0.0,23,30,0,1.0,0.0,-1.0,8.333333333333334,1566.407,1656.187,0.489726474739,1.0,0
8360,2013-09-29,2013,4,BUF,BAL,BAL,-4.0,45.0,74.0,8.0,23,20,0,0.0,1.0,-2.6666666666666665,2.3333333333333335,1427.643,1630.896,0.367905930302,0.0,1
8361,2013-09-29,2013,4,CLE,CIN,CIN,-4.5,42.5,73.0,9.0,17,6,0,0.0,1.0,-5.666666666666667,3.6666666666666665,1414.565,1572.634,0.284914923745,0.0,1
8362,2013-09-29,2013,4,DEN,PHI,DEN,-11.5,59.0,76.0,8.0,52,20,0,1.0,0.0,18.666666666666668,-2.3333333333333335,1669.66,1386.73,0.861719606855,1.0,1
8363,2013-09-29,2013,4,DET,CHI,DET,-2.5,49.5,72.0,0.0,40,32,0,1.0,0.0,4.333333333333333,7.0,1472.191,1576.835,0.489135643602,1.0,1
8364,2013-09-29,2013,4,HOU,SEA,SEA,-2.0,41.0,82.0,9.0,20,23,0,0.0,1.0,-4.0,19.666666666666668,1565.4,1650.316,0.467486301297,1.0,0
8365,2013-09-29,2013,4,JAX,IND,IND,-9.5,42.5,80.0,12.0,3,37,0,0.0,1.0,-21.333333333333332,6.666666666666667,1291.119,1546.843,0.238794555102,0.0,0
8366,2013-09-29,2013,4,KC,NYG,KC,-4.5,44.0,73.0,5.0,31,7,0,1.0,0.0,12.333333333333334,-20.333333333333332,1432.527,1489.45,0.671171516908,0.0,1
8367,2013-09-29,2013,4,MIN,PIT,PIT,-3.0,41.5,54.0,11.0,34,27,1,0.0,1.0,-5.0,-11.333333333333334,1476.706,1447.807,0.44613948248,1.0,1
8369,2013-09-29,2013,4,LAC,DAL,DAL,-1.5,48.0,80.0,7.0,30,21,0,0.0,1.0,-1.0,9.333333333333334,1480.418,1520.377,0.499649133624,1.0,1
8370,2013-09-29,2013,4,TB,ARI,TB,-2.5,40.0,84.0,7.0,10,13,0,1.0,0.0,-7.666666666666667,-7.666666666666667,1443.174,1412.221,0.625435748214,0.0,0
8371,2013-09-29,2013,4,TEN,NYJ,TEN,-3.5,40.5,74.0,4.0,38,13,0,1.0,0.0,1.3333333333333333,1.6666666666666667,1488.736,1450.927,0.613725225323,1.0,1
8372,2013-09-30,2013,4,NO,MIA,NO,-7.5,49.0,72.0,0.0,38,17,0,1.0,0.0,10.666666666666666,7.0,1576.677,1544.017,0.640416008919,1.0,1
8373,2013-10-03,2013,5,CLE,BUF,CLE,-4.0,41.0,75.0,8.0,37,24,0,1.0,0.0,-1.5,-1.25,1447.301,1448.029,0.524612456971,1.0,1
8374,2013-10-06,2013,5,ARI,CAR,CAR,-3.0,42.5,72.0,0.0,22,6,0,0.0,1.0,-5.0,10.666666666666666,1430.62,1527.161,0.453326130584,0.0,1
8375,2013-10-06,2013,5,CHI,NO,NO,-1.5,51.5,61.0,12.0,18,26,0,0.0,1.0,3.25,13.25,1551.917,1598.167,0.482121633768,0.0,0
8376,2013-10-06,2013,5,CIN,NE,NE,-1.0,45.5,74.0,7.0,13,6,0,0.0,1.0,0.0,8.0,1539.898,1675.286,0.374399682444,0.0,1
8377,2013-10-06,2013,5,DAL,DEN,DEN,-9.0,57.5,72.0,0.0,48,51,0,0.0,1.0,4.75,22.0,1499.249,1676.84,0.316607567743,1.0,0
8378,2013-10-06,2013,5,GB,DET,GB,-9.5,55.0,61.0,12.0,22,9,0,1.0,0.0,2.6666666666666665,5.25,1589.841,1497.109,0.686802565784,0.0,1
8379,2013-10-06,2013,5,IND,SEA,SEA,-3.0,44.0,72.0,0.0,34,28,0,0.0,1.0,13.5,15.5,1563.211,1663.268,0.474606152867,1.0,1
8380,2013-10-06,2013,5,MIA,BAL,MIA,-2.5,43.0,87.0,6.0,23,26,0,1.0,0.0,0.0,1.0,1522.527,1610.51,0.559006634169,1.0,0
8381,2013-10-06,2013,5,NYG,PHI,NYG,-1.5,54.0,69.0,9.0,21,36,0,1.0,0.0,-21.25,-9.75,1458.125,1379.551,0.56606166744,1.0,0
8383,2013-10-06,2013,5,SF,HOU,SF,-4.5,44.0,76.0,9.0,34,3,0,1.0,0.0,-4.0,-3.75,1587.855,1552.448,0.633556026962,0.0,1
8384,2013-10-06,2013,5,LAR,JAX,LAR,-11.0,41.0,72.0,0.0,34,20,0,1.0,0.0,-13.0,-24.5,1413.998,1274.752,0.761878131299,1.0,1
8385,2013-10-06,2013,5,TEN,KC,KC,-3.0,38.5,74.0,6.0,17,26,0,0.0,1.0,7.25,15.25,1510.911,1463.852,0.529628741494,1.0,0
8386,2013-10-07,2013,5,ATL,NYJ,ATL,-10.5,45.0,72.0,0.0,28,30,0,1.0,0.0,-2.5,-5.0,1547.308,1428.751,0.734997341201,1.0,0
8387,2013-10-10,2013,6,CHI,NYG,CHI,-8.5,48.0,63.0,6.0,27,21,0,1.0,0.0,1.0,-20.0,1528.561,1416.859,0.763499528328,0.0,1
8388,2013-10-13,2013,6,BAL,GB,GB,-2.0,48.0,68.0,10.0,17,19,0,0.0,1.0,1.4,5.25,1623.323,1603.996,0.510410979401,0.0,0
8389,2013-10-13,2013,6,BUF,CIN,CIN,-6.0,41.0,68.0,5.0,24,27,0,0.0,1.0,-3.6,1.4,1427.078,1565.673,0.289190790269,1.0,0
8390,2013-10-13,2013,6,CLE,DET,DET,-2.5,43.5,67.0,8.0,17,31,0,0.0,1.0,1.4,1.6,1468.252,1482.954,0.490884265487,1.0,0
8391,2013-10-13,2013,6,DAL,WAS,DAL,-5.5,51.5,72.0,0.0,31,16,0,1.0,0.0,3.2,-5.25,1490.191,1472.644,0.644600879458,0.0,1
8392,2013-10-13,2013,6,DEN,JAX,DEN,-26.5,52.0,59.0,7.0,35,19,0,1.0,0.0,18.2,-22.4,1685.898,1263.065,0.943344934963,1.0,1
8393,2013-10-13,2013,6,HOU,LAR,HOU,-9.0,42.5,76.0,5.0,13,38,0,1.0,0.0,-9.2,-7.6,1528.624,1425.686,0.694713520319,1.0,0
8395,2013-10-13,2013,6,MIN,CAR,MIN,-2.5,44.5,72.0,0.0,10,35,0,1.0,0.0,-2.0,4.0,1495.528,1495.814,0.620046830318,1.0,0
8396,2013-10-13,2013,6,NE,NO,NE,-2.5,50.0,59.0,7.0,30,27,0,1.0,0.0,5.0,12.2,1649.511,1621.523,0.548695661894,1.0,1
8397,2013-10-13,2013,6,NYJ,PIT,PIT,-1.5,41.0,65.0,10.0,6,19,0,0.0,1.0,-3.6,-10.25,1446.54,1428.985,0.583121404226,0.0,0
8398,2013-10-13,2013,6,SF,ARI,SF,-10.5,41.0,67.0,5.0,32,20,0,1.0,0.0,3.0,-0.8,1611.679,1461.967,0.780158968194,1.0,1
8399,2013-10-13,2013,6,SEA,TEN,SEA,-11.5,41.5,57.0,4.0,20,13,0,1.0,0.0,11.2,4.0,1641.505,1479.085,0.782930819304,0.0,1
8400,2013-10-13,2013,6,TB,PHI,PHI,-3.0,44.0,84.0,4.0,20,31,0,0.0,1.0,-6.5,-4.8,1424.774,1420.816,0.635728401251,1.0,0
8401,2013-10-14,2013,6,LAC,IND,PICK,0.0,50.5,69.0,3.0,19,9,0,0.0,0.0,-0.8,12.0,1472.527,1584.973,0.44200143051,0.0,1
8402,2013-10-17,2013,7,ARI,SEA,SEA,-4.5,41.5,72.0,0.0,22,34,0,0.0,1.0,-2.6666666666666665,10.5,1451.444,1649.52,0.292522358513,1.0,0
8403,2013-10-20,2013,7,ATL,TB,ATL,-6.5,43.0,72.0,0.0,31,23,0,1.0,0.0,-2.4,-7.4,1529.519,1394.095,0.798448124759,1.0,1
8404,2013-10-20,2013,7,CAR,LAR,CAR,-7.0,42.0,68.0,4.0,30,15,0,1.0,0.0,8.2,-2.1666666666666665,1535.564,1476.795,0.598156084621,1.0,1
8405,2013-10-20,2013,7,DET,CIN,DET,-1.5,46.0,72.0,0.0,24,27,0,1.0,0.0,3.6666666666666665,1.6666666666666667,1514.652,1576.288,0.566654593339,1.0,0
8406,2013-10-20,2013,7,GB,CLE,GB,-9.5,45.0,46.0,8.0,31,13,0,1.0,0.0,4.6,-1.1666666666666667,1618.14,1436.554,0.799240473533,0.0,1
8407,2013-10-20,2013,7,IND,DEN,DEN,-6.0,55.5,72.0,0.0,39,33,0,0.0,1.0,8.333333333333334,17.833333333333332,1557.14,1688.536,0.352794314271,1.0,1
8408,2013-10-20,2013,7,JAX,LAC,LAC,-7.0,44.5,77.0,7.0,6,24,0,0.0,1.0,-21.333333333333332,1.0,1260.427,1500.361,0.291166093447,0.0,0
8409,2013-10-20,2013,7,KC,HOU,KC,-6.0,39.0,70.0,15.0,17,16,0,1.0,0.0,14.5,-11.833333333333334,1511.235,1477.515,0.830975506549,0.0,1
8410,2013-10-20,2013,7,MIA,BUF,MIA,-6.5,44.5,87.0,5.0,21,23,0,1.0,0.0,-0.6,-3.5,1509.714,1416.463,0.818783845068,0.0,0
8411,2013-10-20,2013,7,NYJ,NE,NE,-3.0,43.0,65.0,12.0,30,27,0,0.0,1.0,-5.166666666666667,4.666666666666667,1412.725,1659.334,0.293708887541,1.0,1
8412,2013-10-20,2013,7,PHI,DAL,PHI,-2.5,55.0,62.0,13.0,3,17,0,1.0,0.0,-2.1666666666666665,5.166666666666667,1451.495,1510.682,0.453837446223,0.0,0
8413,2013-10-20,2013,7,PIT,BAL,PIT,-2.5,41.0,57.0,7.0,19,16,0,1.0,0.0,-5.6,0.8333333333333334,1462.8,1609.18,0.461179228918,0.0,1
8414,2013-10-20,2013,7,TEN,SF,SF,-3.0,40.5,68.0,4.0,17,31,0,0.0,1.0,2.1666666666666665,4.5,1471.07,1622.201,0.398973597915,1.0,0
8415,2013-10-20,2013,7,WAS,CHI,CHI,-1.0,48.0,62.0,8.0,45,41,0,0.0,1.0,-7.2,1.8333333333333333,1452.153,1538.129,0.417333313036,1.0,1
8416,2013-10-21,2013,7,NYG,MIN,NYG,-3.5,47.0,57.0,7.0,23,7,0,1.0,0.0,-17.666666666666668,-6.6,1407.291,1455.778,0.60688519833,0.0,1
8417,2013-10-24,2013,8,TB,CAR,CAR,-6.5,38.5,70.0,5.0,13,31,0,0.0,1.0,-7.5,9.333333333333334,1384.437,1552.838,0.380560157842,1.0,0
8418,2013-10-27,2013,8,ARI,ATL,ARI,-3.0,46.5,72.0,0.0,27,13,0,1.0,0.0,-4.0,-0.6666666666666666,1436.094,1539.178,0.401954374855,0.0,1
8419,2013-10-27,2013,8,CIN,NYJ,CIN,-4.5,41.5,57.0,3.0,49,9,0,1.0,0.0,1.8571428571428572,-4.0,1590.306,1435.085,0.758522801255,1.0,1
8420,2013-10-27,2013,8,DEN,WAS,DEN,-11.0,58.0,69.0,8.0,45,21,0,1.0,0.0,14.428571428571429,-5.333333333333333,1664.683,1469.382,0.843200848123,1.0,1
8421,2013-10-27,2013,8,DET,DAL,DET,-3.0,50.5,72.0,0.0,31,30,0,1.0,0.0,2.7142857142857144,6.428571428571429,1500.634,1538.288,0.550979563509,1.0,1
8422,2013-10-27,2013,8,JAX,SF,SF,-14.5,40.0,73.0,13.0,10,42,1,0.0,1.0,-20.857142857142858,5.857142857142857,1245.831,1641.93,0.10989867675200005,1.0,0
8423,2013-10-27,2013,8,KC,CLE,KC,-7.0,39.0,61.0,9.0,23,17,0,1.0,0.0,12.571428571428571,-3.5714285714285716,1516.033,1426.241,0.720086408574,1.0,1
8424,2013-10-27,2013,8,MIN,GB,GB,-7.5,47.0,72.0,0.0,31,44,0,0.0,1.0,-8.166666666666666,6.833333333333333,1428.993,1628.452,0.275876952563,1.0,0
8425,2013-10-27,2013,8,NE,MIA,NE,-5.5,45.0,53.0,14.0,27,17,0,1.0,0.0,3.5714285714285716,-0.8333333333333334,1636.974,1492.828,0.725444461383,0.0,1
8426,2013-10-27,2013,8,NO,BUF,NO,-10.5,48.0,72.0,0.0,35,17,0,1.0,0.0,9.666666666666666,-2.7142857142857144,1611.699,1433.348,0.886306994986,1.0,1
8428,2013-10-27,2013,8,PHI,NYG,PHI,-5.5,49.5,58.0,13.0,7,15,0,1.0,0.0,-3.857142857142857,-12.857142857142858,1423.889,1434.077,0.680374247508,0.0,0
8429,2013-10-28,2013,8,LAR,SEA,SEA,-13.0,43.5,72.0,0.0,9,14,0,0.0,1.0,-4.0,10.714285714285714,1459.52,1664.87,0.206002957272,0.0,0
8430,2013-10-31,2013,9,MIA,CIN,CIN,-3.0,42.0,79.0,8.0,22,20,0,0.0,1.0,-2.142857142857143,6.625,1482.722,1605.136,0.383597031006,0.0,1
8431,2013-11-03,2013,9,BUF,KC,KC,-4.5,41.0,38.0,7.0,13,23,0,0.0,1.0,-4.625,11.75,1422.867,1526.61,0.245838066365,0.0,0
8432,2013-11-03,2013,9,CAR,ATL,CAR,-8.0,47.0,62.0,12.0,34,10,0,1.0,0.0,10.571428571428571,-2.5714285714285716,1572.83,1508.612,0.64398534882,0.0,1
8433,2013-11-03,2013,9,CLE,BAL,BAL,-1.0,42.0,46.0,9.0,24,18,0,0.0,1.0,-3.875,0.2857142857142857,1415.665,1591.473,0.431649691669,0.0,1
8434,2013-11-03,2013,9,DAL,MIN,DAL,-8.5,50.5,72.0,0.0,27,23,0,1.0,0.0,5.5,-8.857142857142858,1531.98,1413.294,0.775977303368,0.0,1
8435,2013-11-03,2013,9,HOU,IND,IND,-1.0,44.0,60.0,8.0,24,27,0,0.0,1.0,-10.285714285714286,8.0,1472.717,1580.993,0.254895134318,1.0,0
8436,2013-11-03,2013,9,NE,PIT,NE,-5.5,43.0,44.0,6.0,55,31,0,1.0,0.0,4.375,-4.0,1647.081,1465.367,0.757621567839,1.0,1
8437,2013-11-03,2013,9,NYJ,NO,NO,-5.5,46.0,53.0,8.0,26,20,0,0.0,1.0,-8.5,10.857142857142858,1420.256,1622.181,0.286429302597,0.0,1
8439,2013-11-03,2013,9,SEA,TB,SEA,-14.5,40.5,52.0,4.0,27,24,0,1.0,0.0,10.0,-9.0,1675.257,1364.445,0.893758686732,1.0,1
8440,2013-11-03,2013,9,LAR,TEN,TEN,-3.0,40.5,72.0,0.0,21,28,0,0.0,1.0,-4.125,-0.14285714285714285,1449.133,1451.341,0.428627709917,1.0,0
8441,2013-11-03,2013,9,WAS,LAC,PICK,0.0,48.5,57.0,20.0,30,24,0,0.0,0.0,-8.0,3.4285714285714284,1458.867,1514.957,0.418050662026,1.0,1
8442,2013-11-04,2013,9,GB,CHI,GB,-9.5,50.5,49.0,6.0,20,27,0,1.0,0.0,7.714285714285714,1.0,1644.151,1520.899,0.763413331378,0.0,0
8443,2013-11-07,2013,10,MIN,WAS,WAS,-1.0,48.0,72.0,0.0,34,27,0,0.0,1.0,-8.25,-6.25,1405.635,1477.751,0.474510889608,1.0,1
8444,2013-11-10,2013,10,ARI,HOU,ARI,-3.5,42.0,72.0,0.0,27,24,0,1.0,0.0,-1.75,-9.375,1466.66,1460.806,0.72323112617,1.0,1
8445,2013-11-10,2013,10,ATL,SEA,SEA,-3.0,47.0,72.0,0.0,10,33,0,0.0,1.0,-5.25,9.222222222222221,1489.022,1677.698,0.312711159405,0.0,0
8446,2013-11-10,2013,10,BAL,CIN,BAL,-2.0,43.5,62.0,17.0,20,17,0,1.0,0.0,-0.5,5.666666666666667,1564.659,1592.008,0.483885149569,0.0,1
8447,2013-11-10,2013,10,CHI,DET,DET,-1.5,52.0,47.0,6.0,19,21,0,0.0,1.0,1.75,2.5,1554.882,1506.942,0.549826353268,0.0,0
8448,2013-11-10,2013,10,GB,PHI,PHI,-1.0,47.0,46.0,9.0,13,27,0,0.0,1.0,5.875,-0.6666666666666666,1610.169,1439.997,0.645278520391,0.0,0
8449,2013-11-10,2013,10,IND,LAR,IND,-7.0,43.0,72.0,0.0,8,38,0,1.0,0.0,7.375,-4.444444444444445,1592.904,1423.901,0.834616233517,1.0,0
8450,2013-11-10,2013,10,NO,DAL,NO,-5.5,53.5,72.0,0.0,49,17,0,1.0,0.0,8.75,5.333333333333333,1593.652,1539.639,0.639807463174,1.0,1
8452,2013-11-10,2013,10,PIT,BUF,PIT,-2.5,43.0,46.0,21.0,23,10,0,1.0,0.0,-6.5,-5.222222222222222,1454.1,1401.919,0.63525504318,0.0,1
8453,2013-11-10,2013,10,LAC,DEN,DEN,-7.0,57.0,78.0,6.0,20,28,0,0.0,1.0,2.25,15.625,1496.073,1675.198,0.295234003372,0.0,0
8454,2013-11-10,2013,10,SF,CAR,SF,-5.5,42.5,62.0,6.0,9,10,0,1.0,0.0,9.125,12.25,1647.429,1592.42,0.738030750852,0.0,0
8455,2013-11-10,2013,10,TEN,JAX,TEN,-11.5,42.0,65.0,6.0,27,29,0,1.0,0.0,0.75,-22.25,1476.574,1240.332,0.787204811967,1.0,0
8456,2013-11-11,2013,10,TB,MIA,MIA,-2.5,39.5,73.0,5.0,22,19,0,0.0,1.0,-8.25,-1.625,1362.004,1495.85,0.372849388946,1.0,1
8457,2013-11-14,2013,11,TEN,IND,IND,-3.0,42.0,44.0,5.0,27,30,0,0.0,1.0,0.4444444444444444,3.2222222222222223,1454.936,1531.909,0.460422455261,1.0,0
8458,2013-11-17,2013,11,BUF,NYJ,NYJ,-2.0,39.5,62.0,17.0,37,14,0,0.0,1.0,-6.0,-6.888888888888889,1385.008,1448.786,0.456154487667,1.0,1
8459,2013-11-17,2013,11,CHI,BAL,CHI,-3.5,41.0,68.0,24.0,23,20,0,1.0,0.0,1.3333333333333333,-0.1111111111111111,1539.664,1576.817,0.566448663256,1.0,1
8460,2013-11-17,2013,11,CIN,CLE,CIN,-4.5,40.0,64.0,7.0,41,20,0,1.0,0.0,4.8,-2.7777777777777777,1579.85,1442.478,0.637331772024,1.0,1
8461,2013-11-17,2013,11,DEN,KC,DEN,-7.5,49.0,43.0,6.0,27,17,0,1.0,0.0,14.777777777777779,11.555555555555555,1689.462,1547.557,0.714715752181,0.0,1
8463,2013-11-17,2013,11,JAX,ARI,ARI,-9.0,40.5,79.0,8.0,14,27,0,0.0,1.0,-19.555555555555557,-1.2222222222222223,1261.97,1477.389,0.348371343447,1.0,0
8464,2013-11-17,2013,11,MIA,LAC,LAC,-3.0,44.5,81.0,8.0,20,16,0,0.0,1.0,-1.7777777777777777,1.1111111111111112,1478.74,1481.809,0.551712926198,0.0,1
8465,2013-11-17,2013,11,NO,SF,NO,-3.5,49.5,72.0,0.0,23,20,0,1.0,0.0,11.333333333333334,8.0,1615.884,1637.661,0.593477914466,0.0,1
8466,2013-11-17,2013,11,NYG,GB,NYG,-3.0,40.5,61.0,2.0,27,13,0,1.0,0.0,-8.666666666666666,3.6666666666666665,1468.526,1561.973,0.676615028384,0.0,1
8467,2013-11-17,2013,11,PHI,WAS,PHI,-4.0,54.0,67.0,7.0,24,16,0,1.0,0.0,0.8,-6.333333333333333,1488.193,1456.462,0.654886128253,0.0,1
8468,2013-11-17,2013,11,PIT,DET,DET,-3.0,45.0,60.0,12.0,37,27,0,0.0,1.0,-4.333333333333333,2.4444444444444446,1471.012,1522.16,0.444767734167,1.0,1
8469,2013-11-17,2013,11,SEA,MIN,SEA,-13.0,45.0,50.0,5.0,41,20,0,1.0,0.0,10.6,-6.555555555555555,1697.507,1426.924,0.876948820764,1.0,1
8470,2013-11-17,2013,11,TB,ATL,TB,-2.0,43.5,79.0,6.0,41,28,0,1.0,0.0,-7.0,-7.222222222222222,1379.114,1469.213,0.474638808635,1.0,1
8471,2013-11-18,2013,11,CAR,NE,CAR,-3.0,45.5,59.0,8.0,24,20,0,1.0,0.0,11.0,6.555555555555555,1602.187,1658.347,0.458909127786,0.0,1
8472,2013-11-21,2013,12,ATL,NO,NO,-7.0,52.5,72.0,0.0,13,17,0,0.0,1.0,-7.8,10.5,1440.593,1627.797,0.271579675687,0.0,0
8473,2013-11-24,2013,12,ARI,IND,ARI,-3.0,44.5,72.0,0.0,40,11,0,1.0,0.0,0.2,3.2,1492.018,1545.222,0.503226623271,1.0,1
8474,2013-11-24,2013,12,BAL,NYJ,BAL,-3.5,38.5,34.0,26.0,19,3,0,1.0,0.0,-0.4,-8.5,1564.223,1417.135,0.716196503976,0.0,1
8475,2013-11-24,2013,12,CLE,PIT,CLE,-2.0,39.0,33.0,31.0,11,27,0,1.0,0.0,-4.6,-2.9,1429.017,1493.891,0.511740199847,0.0,0
8476,2013-11-24,2013,12,DET,TB,DET,-7.0,48.0,72.0,0.0,21,24,0,1.0,0.0,1.2,-5.0,1499.281,1407.734,0.727188160493,0.0,0
8477,2013-11-24,2013,12,GB,MIN,GB,-5.5,44.5,20.0,10.0,26,26,0,1.0,0.0,1.9,-8.0,1532.296,1420.136,0.536173809659,1.0,0
8478,2013-11-24,2013,12,HOU,JAX,HOU,-10.0,43.5,50.0,9.0,6,13,0,1.0,0.0,-8.3,-18.9,1422.298,1247.341,0.676097475029,0.0,0
8479,2013-11-24,2013,12,KC,LAC,KC,-3.0,42.5,28.0,4.0,38,41,0,1.0,0.0,9.4,0.6,1537.34,1468.917,0.709361752334,1.0,0
8480,2013-11-24,2013,12,MIA,CAR,CAR,-4.0,40.5,82.0,17.0,16,20,0,0.0,1.0,-1.2,10.3,1491.632,1617.809,0.423905995565,0.0,0
8481,2013-11-24,2013,12,NE,DEN,DEN,-2.5,53.0,23.0,22.0,34,31,0,0.0,1.0,5.5,14.3,1642.725,1699.679,0.436358940043,1.0,1
8482,2013-11-24,2013,12,NYG,DAL,NYG,-2.5,44.0,26.0,7.0,21,24,0,1.0,0.0,-6.4,1.6,1498.202,1517.406,0.460851110983,1.0,0
